ID,StartDate,StartTime,EndDate,EndTime,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year,Age,Age group,Weekday,Start station to end station
1669014,06/03/2017,11:57,3/6/2017,12:25,1686,Centre St & Worth St,Clinton St & Tillary St,Non_Subscriber,Male,1981,41,40-49,Monday,Centre St & Worth St to Clinton St & Tillary St
6170127,20/06/2017,16:05,6/20/2017,16:30,1464,Carroll St & Smith St,Centre St & Chambers St,Subscriber,Male,1968,54,50-59,Tuesday,Carroll St & Smith St to Centre St & Chambers St
3712090,03/05/2017,16:20,5/3/2017,17:35,4552,W 34 St & 11 Ave,Fulton St & Broadway,Non_Subscriber,Male,1981,41,40-49,Wednesday,W 34 St & 11 Ave to Fulton St & Broadway
5529352,08/06/2017,19:14,6/8/2017,19:46,1909,Washington St & Gansevoort St,W 46 St & 11 Ave,Non_Subscriber,Male,1981,41,40-49,Thursday,Washington St & Gansevoort St to W 46 St & 11 Ave
6467971,25/06/2017,14:33,6/25/2017,14:58,1479,E 66 St & Madison Ave,5 Ave & E 103 St,Non_Subscriber,Male,1981,41,40-49,Sunday,E 66 St & Madison Ave to 5 Ave & E 103 St
6353718,23/06/2017,10:39,6/23/2017,10:45,335,Clinton St & Joralemon St,Cadman Plaza E & Red Cross Pl,Subscriber,Female,1968,54,50-59,Friday,Clinton St & Joralemon St to Cadman Plaza E & Red Cross Pl
775802,02/02/2017,12:18,2/2/2017,12:22,239,W 13 St & 5 Ave,Sullivan St & Washington Sq,Subscriber,Male,1997,25,20-29,Thursday,W 13 St & 5 Ave to Sullivan St & Washington Sq
836946,04/02/2017,15:08,2/4/2017,15:16,449,Berkeley Pl & 7 Ave,Bergen St & Smith St,Subscriber,Male,1978,44,40-49,Saturday,Berkeley Pl & 7 Ave to Bergen St & Smith St
2432181,06/04/2017,7:20,4/6/2017,7:22,81,MacDougal St & Washington Sq,Sullivan St & Washington Sq,Subscriber,Male,1992,30,30-39,Thursday,MacDougal St & Washington Sq to Sullivan St & Washington Sq
6647928,28/06/2017,11:47,6/28/2017,11:57,619,Broadway & W 29 St,Sullivan St & Washington Sq,Subscriber,Male,1986,36,30-39,Wednesday,Broadway & W 29 St to Sullivan St & Washington Sq
6171939,20/06/2017,16:34,6/20/2017,17:10,2132,FDR Drive & E 35 St,31 St & Thomson Ave,Subscriber,Female,1977,45,40-49,Tuesday,FDR Drive & E 35 St to 31 St & Thomson Ave
4837234,26/05/2017,16:54,5/26/2017,17:15,1278,Washington St & Gansevoort St,Little West St & 1 Pl,Subscriber,Male,1967,55,50-59,Friday,Washington St & Gansevoort St to Little West St & 1 Pl
5478620,08/06/2017,6:20,6/8/2017,6:22,116,E 31 St & 3 Ave,E 33 St & 2 Ave,Subscriber,Male,1990,32,30-39,Thursday,E 31 St & 3 Ave to E 33 St & 2 Ave
72902,04/01/2017,23:02,1/4/2017,23:05,135,2 Ave & E 31 St,E 25 St & 2 Ave,Subscriber,Male,1991,31,30-39,Wednesday,2 Ave & E 31 St to E 25 St & 2 Ave
2142023,28/03/2017,9:02,3/28/2017,9:07,292,11 Ave & W 41 St,W 42 St & 8 Ave,Subscriber,Male,1986,36,30-39,Tuesday,11 Ave & W 41 St to W 42 St & 8 Ave
5644756,10/06/2017,17:11,6/10/2017,17:33,1288,Broadway & W 24 St,Canal St & Rutgers St,Subscriber,Male,1976,46,40-49,Saturday,Broadway & W 24 St to Canal St & Rutgers St
6672567,28/06/2017,18:04,6/28/2017,18:09,317,W Broadway & Spring St,Howard St & Centre St,Subscriber,Male,1964,58,50-59,Wednesday,W Broadway & Spring St to Howard St & Centre St
233335,12/01/2017,17:18,1/12/2017,17:39,1255,W 42 St & 8 Ave,Central Park West & W 102 St,Subscriber,Male,1981,41,40-49,Thursday,W 42 St & 8 Ave to Central Park West & W 102 St
1884535,17/03/2017,11:00,3/17/2017,11:09,503,E 65 St & 2 Ave,E 85 St & 3 Ave,Subscriber,Male,1987,35,30-39,Friday,E 65 St & 2 Ave to E 85 St & 3 Ave
5321258,05/06/2017,8:08,6/5/2017,8:39,1812,Murray St & West St,W 42 St & 8 Ave,Subscriber,Male,1969,53,50-59,Monday,Murray St & West St to W 42 St & 8 Ave
3744138,04/05/2017,7:58,5/4/2017,8:09,651,President St & Henry St,Schermerhorn St & Court St,Subscriber,Male,1973,49,40-49,Thursday,President St & Henry St to Schermerhorn St & Court St
3018843,18/04/2017,19:15,4/18/2017,19:42,1619,8 Ave & W 52 St,6 Ave & Canal St,Subscriber,Female,1980,42,40-49,Tuesday,8 Ave & W 52 St to 6 Ave & Canal St
2316085,03/04/2017,8:26,4/3/2017,8:37,670,W 38 St & 8 Ave,E 23 St & 1 Ave,Subscriber,Male,1979,43,40-49,Monday,W 38 St & 8 Ave to E 23 St & 1 Ave
5887645,14/06/2017,20:42,6/14/2017,21:07,1462,Maiden Ln & Pearl St,E 23 St & 1 Ave,Subscriber,Female,1983,39,30-39,Wednesday,Maiden Ln & Pearl St to E 23 St & 1 Ave
3013856,18/04/2017,18:17,4/18/2017,18:29,690,Norfolk St & Broome St,S 5 Pl & S 4 St,Subscriber,Male,1960,62,60-69,Tuesday,Norfolk St & Broome St to S 5 Pl & S 4 St
6351515,23/06/2017,9:50,6/23/2017,10:03,829,N 6 St & Bedford Ave,Clinton Ave & Flushing Ave,Subscriber,Male,1980,42,40-49,Friday,N 6 St & Bedford Ave to Clinton Ave & Flushing Ave
5825054,13/06/2017,19:58,6/13/2017,20:08,585,Forsyth St & Broome St,E 17 St & Broadway,Subscriber,Male,1963,59,50-59,Tuesday,Forsyth St & Broome St to E 17 St & Broadway
6730027,29/06/2017,16:43,6/29/2017,16:47,249,Grand Army Plaza & Central Park S,E 48 St & 5 Ave,Subscriber,Male,1977,45,40-49,Thursday,Grand Army Plaza & Central Park S to E 48 St & 5 Ave
1826417,10/03/2017,23:15,3/10/2017,23:29,844,Central Park S & 6 Ave,Columbus Ave & W 95 St,Subscriber,Male,1977,45,40-49,Friday,Central Park S & 6 Ave to Columbus Ave & W 95 St
968783,11/02/2017,15:36,2/11/2017,15:51,883,Washington Pl & 6 Ave,Rivington St & Chrystie St,Subscriber,Male,1973,49,40-49,Saturday,Washington Pl & 6 Ave to Rivington St & Chrystie St
5298343,04/06/2017,14:41,6/4/2017,14:49,509,E 89 St & York Ave,E 102 St & 1 Ave,Subscriber,Female,1967,55,50-59,Sunday,E 89 St & York Ave to E 102 St & 1 Ave
13703,01/01/2017,19:12,1/1/2017,19:31,1127,W 20 St & 11 Ave,Murray St & West St,Non_Subscriber,Male,1981,41,40-49,Sunday,W 20 St & 11 Ave to Murray St & West St
3134620,21/04/2017,15:02,4/21/2017,15:08,342,Lafayette St & E 8 St,E 7 St & Avenue A,Subscriber,Male,1971,51,50-59,Friday,Lafayette St & E 8 St to E 7 St & Avenue A
6225518,21/06/2017,12:02,6/21/2017,12:08,386,E 4 St & 2 Ave,E 10 St & Avenue A,Subscriber,Female,1978,44,40-49,Wednesday,E 4 St & 2 Ave to E 10 St & Avenue A
6041709,17/06/2017,18:46,6/17/2017,18:54,476,Lexington Ave & E 63 St,W 55 St & 6 Ave,Subscriber,Female,1979,43,40-49,Saturday,Lexington Ave & E 63 St to W 55 St & 6 Ave
3288188,24/04/2017,23:33,4/24/2017,23:46,744,N 6 St & Bedford Ave,Franklin St & Dupont St,Subscriber,Male,1986,36,30-39,Monday,N 6 St & Bedford Ave to Franklin St & Dupont St
699264,30/01/2017,20:29,1/30/2017,20:43,817,West St & Chambers St,E 4 St & 2 Ave,Subscriber,Male,1986,36,30-39,Monday,West St & Chambers St to E 4 St & 2 Ave
5560849,09/06/2017,11:44,6/9/2017,12:10,1591,Lafayette St & E 8 St,12 Ave & W 40 St,Non_Subscriber,Male,1985,37,30-39,Friday,Lafayette St & E 8 St to 12 Ave & W 40 St
5514258,08/06/2017,16:51,6/8/2017,17:05,881,Greenwich St & W Houston St,11 Ave & W 27 St,Subscriber,Male,1971,51,50-59,Thursday,Greenwich St & W Houston St to 11 Ave & W 27 St
2296986,02/04/2017,17:00,4/2/2017,17:01,75,9 Ave & W 22 St,W 22 St & 8 Ave,Subscriber,Male,1990,32,30-39,Sunday,9 Ave & W 22 St to W 22 St & 8 Ave
6398130,24/06/2017,11:06,6/24/2017,11:09,187,Barclay St & Church St,Fulton St & Broadway,Subscriber,Male,1973,49,40-49,Saturday,Barclay St & Church St to Fulton St & Broadway
2548859,09/04/2017,16:25,4/9/2017,16:45,1177,W 24 St & 7 Ave,West St & Chambers St,Subscriber,Male,1992,30,30-39,Sunday,W 24 St & 7 Ave to West St & Chambers St
2481285,07/04/2017,19:48,4/7/2017,19:53,304,W 26 St & 8 Ave,W 38 St & 8 Ave,Subscriber,Male,1985,37,30-39,Friday,W 26 St & 8 Ave to W 38 St & 8 Ave
3777400,04/05/2017,17:31,5/4/2017,17:35,215,Kent Ave & N 7 St,Metropolitan Ave & Bedford Ave,Subscriber,Male,1953,69,60-69,Thursday,Kent Ave & N 7 St to Metropolitan Ave & Bedford Ave
2160966,29/03/2017,7:59,3/29/2017,8:08,531,Central Park West & W 85 St,Central Park S & 6 Ave,Subscriber,Male,1971,51,50-59,Wednesday,Central Park West & W 85 St to Central Park S & 6 Ave
5897459,15/06/2017,7:05,6/15/2017,7:17,714,West Thames St,Centre St & Worth St,Subscriber,Male,1954,68,60-69,Thursday,West Thames St to Centre St & Worth St
6441021,24/06/2017,22:21,6/24/2017,22:41,1171,6 Ave & Canal St,Carmine St & 6 Ave,Non_Subscriber,Male,1981,41,40-49,Saturday,6 Ave & Canal St to Carmine St & 6 Ave
6637712,28/06/2017,8:49,6/28/2017,9:14,1505,Cathedral Pkwy & Broadway,W 52 St & 6 Ave,Subscriber,Male,1958,64,60-69,Wednesday,Cathedral Pkwy & Broadway to W 52 St & 6 Ave
656884,29/01/2017,12:55,1/29/2017,12:59,264,W 41 St & 8 Ave,6 Ave & W 33 St,Subscriber,Female,1993,29,20-29,Sunday,W 41 St & 8 Ave to 6 Ave & W 33 St
4193308,14/05/2017,11:06,5/14/2017,11:14,449,1 Ave & E 62 St,E 47 St & 1 Ave,Subscriber,Male,1974,48,40-49,Sunday,1 Ave & E 62 St to E 47 St & 1 Ave
2765315,13/04/2017,18:40,4/13/2017,19:15,2077,Duane St & Greenwich St,Cathedral Pkwy & Broadway,Subscriber,Male,1967,55,50-59,Thursday,Duane St & Greenwich St to Cathedral Pkwy & Broadway
2508580,08/04/2017,16:51,4/8/2017,17:21,1813,W 14 St & The High Line,W 88 St & West End Ave,Subscriber,Male,1955,67,60-69,Saturday,W 14 St & The High Line to W 88 St & West End Ave
1371351,24/02/2017,17:59,2/24/2017,18:03,210,Barrow St & Hudson St,Bank St & Hudson St,Subscriber,Male,1960,62,60-69,Friday,Barrow St & Hudson St to Bank St & Hudson St
3800736,05/05/2017,9:03,5/5/2017,9:10,463,Pershing Square North,W 31 St & 7 Ave,Subscriber,Male,1987,35,30-39,Friday,Pershing Square North to W 31 St & 7 Ave
2486890,08/04/2017,9:02,4/8/2017,9:21,1141,E 60 St & York Ave,W 63 St & Broadway,Non_Subscriber,Male,1981,41,40-49,Saturday,E 60 St & York Ave to W 63 St & Broadway
1959438,21/03/2017,18:27,3/21/2017,18:46,1191,Cliff St & Fulton St,E 23 St & 1 Ave,Subscriber,Male,1990,32,30-39,Tuesday,Cliff St & Fulton St to E 23 St & 1 Ave
5878947,14/06/2017,18:45,6/14/2017,19:22,2226,3 Ave & E 62 St,E 20 St & 2 Ave,Subscriber,Male,1986,36,30-39,Wednesday,3 Ave & E 62 St to E 20 St & 2 Ave
6164224,20/06/2017,14:10,6/20/2017,14:20,576,E 30 St & Park Ave S,E 23 St & 1 Ave,Subscriber,Female,1976,46,40-49,Tuesday,E 30 St & Park Ave S to E 23 St & 1 Ave
4507646,19/05/2017,15:50,5/19/2017,16:07,1013,Grand Army Plaza & Central Park S,W 70 St & Amsterdam Ave,Subscriber,Female,1987,35,30-39,Friday,Grand Army Plaza & Central Park S to W 70 St & Amsterdam Ave
3036026,19/04/2017,8:49,4/19/2017,8:56,433,1 Ave & E 94 St,Madison Ave & E 99 St,Subscriber,Female,1985,37,30-39,Wednesday,1 Ave & E 94 St to Madison Ave & E 99 St
2320738,03/04/2017,9:33,4/3/2017,9:55,1306,Berkeley Pl & 6 Ave,Berkeley Pl & 6 Ave,Subscriber,Male,1981,41,40-49,Monday,Berkeley Pl & 6 Ave to Berkeley Pl & 6 Ave
84306,05/01/2017,11:56,1/5/2017,12:01,286,E 32 St & Park Ave,E 45 St & 3 Ave,Subscriber,Male,1977,45,40-49,Thursday,E 32 St & Park Ave to E 45 St & 3 Ave
228565,12/01/2017,15:34,1/12/2017,15:38,200,W 52 St & 9 Ave,Broadway & W 55 St,Subscriber,Male,1974,48,40-49,Thursday,W 52 St & 9 Ave to Broadway & W 55 St
1386254,25/02/2017,9:29,2/25/2017,9:34,303,W 37 St & 10 Ave,W 41 St & 8 Ave,Subscriber,Male,1988,34,30-39,Saturday,W 37 St & 10 Ave to W 41 St & 8 Ave
6269681,21/06/2017,23:59,6/22/2017,0:19,1254,Carmine St & 6 Ave,Front St & Maiden Ln,Subscriber,Male,1960,62,60-69,Wednesday,Carmine St & 6 Ave to Front St & Maiden Ln
6173619,20/06/2017,16:58,6/20/2017,17:01,206,Driggs Ave & Lorimer St,N 8 St & Driggs Ave,Subscriber,Female,1986,36,30-39,Tuesday,Driggs Ave & Lorimer St to N 8 St & Driggs Ave
4218781,14/05/2017,19:03,5/14/2017,19:21,1085,E 55 St & 2 Ave,E 15 St & 3 Ave,Non_Subscriber,Male,1981,41,40-49,Sunday,E 55 St & 2 Ave to E 15 St & 3 Ave
6335379,22/06/2017,23:23,6/22/2017,23:31,514,E 7 St & Avenue A,Clinton St & Grand St,Subscriber,Male,1988,34,30-39,Thursday,E 7 St & Avenue A to Clinton St & Grand St
2485026,08/04/2017,2:08,4/8/2017,2:20,752,Centre St & Chambers St,E 7 St & Avenue A,Subscriber,Male,1983,39,30-39,Saturday,Centre St & Chambers St to E 7 St & Avenue A
1650900,05/03/2017,16:01,3/5/2017,16:12,668,11 Ave & W 41 St,Broadway & W 49 St,Subscriber,Male,1971,51,50-59,Sunday,11 Ave & W 41 St to Broadway & W 49 St
2744300,13/04/2017,13:27,4/13/2017,13:52,1509,5 Ave & E 93 St,12 Ave & W 40 St,Non_Subscriber,Male,1981,41,40-49,Thursday,5 Ave & E 93 St to 12 Ave & W 40 St
3308681,25/04/2017,23:59,4/26/2017,0:03,254,Washington Pl & Broadway,E 4 St & 2 Ave,Subscriber,Female,1996,26,20-29,Tuesday,Washington Pl & Broadway to E 4 St & 2 Ave
2125872,27/03/2017,18:12,3/27/2017,18:30,1098,Fulton St & Broadway,Allen St & Stanton St,Subscriber,Male,1988,34,30-39,Monday,Fulton St & Broadway to Allen St & Stanton St
5116172,01/06/2017,14:49,6/1/2017,15:18,1719,Centre St & Chambers St,Spruce St & Nassau St,Non_Subscriber,Male,1981,41,40-49,Thursday,Centre St & Chambers St to Spruce St & Nassau St
4108411,11/05/2017,18:04,5/11/2017,18:33,1781,E 58 St & Madison Ave,Pershing Square North,Subscriber,Male,1980,42,40-49,Thursday,E 58 St & Madison Ave to Pershing Square North
279381,13/01/2017,20:19,1/13/2017,20:28,551,W 87 St  & Amsterdam Ave,11 Ave & W 59 St,Subscriber,Male,1994,28,20-29,Friday,W 87 St  & Amsterdam Ave to 11 Ave & W 59 St
2072415,25/03/2017,13:35,3/25/2017,13:41,402,W 20 St & 11 Ave,W 18 St & 6 Ave,Subscriber,Male,1991,31,30-39,Saturday,W 20 St & 11 Ave to W 18 St & 6 Ave
432007,20/01/2017,9:20,1/20/2017,9:27,441,W 39 St & 9 Ave,Pershing Square South,Subscriber,Male,1980,42,40-49,Friday,W 39 St & 9 Ave to Pershing Square South
3284666,24/04/2017,20:33,4/24/2017,20:39,379,6 Ave & W 33 St,E 16 St & 5 Ave,Subscriber,Male,1978,44,40-49,Monday,6 Ave & W 33 St to E 16 St & 5 Ave
1157420,19/02/2017,10:33,2/19/2017,11:03,1821,Central Park S & 6 Ave,5 Ave & E 88 St,Non_Subscriber,Male,1981,41,40-49,Sunday,Central Park S & 6 Ave to 5 Ave & E 88 St
2710778,12/04/2017,18:38,4/12/2017,18:42,273,Clinton St & Joralemon St,Kane St & Clinton St,Subscriber,Male,1972,50,50-59,Wednesday,Clinton St & Joralemon St to Kane St & Clinton St
2418389,05/04/2017,18:06,4/5/2017,18:17,630,6 Ave & Canal St,W 15 St & 7 Ave,Subscriber,Male,1985,37,30-39,Wednesday,6 Ave & Canal St to W 15 St & 7 Ave
5309535,04/06/2017,19:22,6/4/2017,19:28,347,W 56 St & 10 Ave,Broadway & W 56 St,Subscriber,Male,1955,67,60-69,Sunday,W 56 St & 10 Ave to Broadway & W 56 St
6209483,21/06/2017,7:55,6/21/2017,7:57,98,South End Ave & Liberty St,South End Ave & Liberty St,Subscriber,Female,1960,62,60-69,Wednesday,South End Ave & Liberty St to South End Ave & Liberty St
6199671,20/06/2017,22:02,6/20/2017,22:07,305,Fulton St & Rockwell Pl,Clermont Ave & Lafayette Ave,Subscriber,Male,1985,37,30-39,Tuesday,Fulton St & Rockwell Pl to Clermont Ave & Lafayette Ave
3273104,24/04/2017,17:46,4/24/2017,17:51,317,E 47 St & Park Ave,E 39 St & 2 Ave,Subscriber,Male,1972,50,50-59,Monday,E 47 St & Park Ave to E 39 St & 2 Ave
6047053,17/06/2017,21:23,6/17/2017,21:32,495,E 12 St & 3 Ave,Allen St & Rivington St,Subscriber,Male,1983,39,30-39,Saturday,E 12 St & 3 Ave to Allen St & Rivington St
6451583,25/06/2017,10:17,6/25/2017,10:40,1388,S 4 St & Rodney St,Clinton St & Grand St,Non_Subscriber,Male,1981,41,40-49,Sunday,S 4 St & Rodney St to Clinton St & Grand St
4519233,19/05/2017,17:58,5/19/2017,18:15,1032,Central Park S & 6 Ave,W 67 St & Broadway,Non_Subscriber,Male,1981,41,40-49,Friday,Central Park S & 6 Ave to W 67 St & Broadway
6723534,29/06/2017,14:52,6/29/2017,16:55,7386,Old Fulton St,Old Fulton St,Non_Subscriber,Male,1981,41,40-49,Thursday,Old Fulton St to Old Fulton St
650105,29/01/2017,3:06,1/29/2017,3:10,268,Allen St & Stanton St,Pike St & E Broadway,Subscriber,Female,1979,43,40-49,Sunday,Allen St & Stanton St to Pike St & E Broadway
4289817,16/05/2017,8:30,5/16/2017,8:35,295,8 Ave & W 33 St,Broadway & W 49 St,Subscriber,Male,1987,35,30-39,Tuesday,8 Ave & W 33 St to Broadway & W 49 St
1677874,06/03/2017,17:13,3/6/2017,17:18,265,Greenwich St & Hubert St,Reade St & Broadway,Subscriber,Male,1983,39,30-39,Monday,Greenwich St & Hubert St to Reade St & Broadway
3122170,21/04/2017,9:18,4/21/2017,9:23,308,Union Ave & Wallabout St,Division Ave & Hooper St,Subscriber,Female,1992,30,30-39,Friday,Union Ave & Wallabout St to Division Ave & Hooper St
6158510,20/06/2017,12:05,6/20/2017,12:15,592,Lafayette St & E 8 St,Division St & Bowery,Subscriber,Male,1973,49,40-49,Tuesday,Lafayette St & E 8 St to Division St & Bowery
6054143,18/06/2017,9:10,6/18/2017,9:12,152,Henry St & Grand St,Clinton St & Grand St,Subscriber,Male,1946,76,70-79,Sunday,Henry St & Grand St to Clinton St & Grand St
3228015,23/04/2017,17:35,4/23/2017,17:53,1056,Broadway & W 60 St,Grand Army Plaza & Central Park S,Non_Subscriber,Male,1981,41,40-49,Sunday,Broadway & W 60 St to Grand Army Plaza & Central Park S
4106970,11/05/2017,17:50,5/11/2017,18:08,1068,W 31 St & 7 Ave,E 11 St & 2 Ave,Subscriber,Female,1968,54,50-59,Thursday,W 31 St & 7 Ave to E 11 St & 2 Ave
1703383,07/03/2017,15:59,3/7/2017,16:06,434,Pershing Square North,W 33 St & 7 Ave,Subscriber,Male,1970,52,50-59,Tuesday,Pershing Square North to W 33 St & 7 Ave
5636715,10/06/2017,15:25,6/10/2017,15:41,928,FDR Drive & E 35 St,Broadway & W 56 St,Non_Subscriber,Male,1981,41,40-49,Saturday,FDR Drive & E 35 St to Broadway & W 56 St
1793345,09/03/2017,17:17,3/9/2017,17:24,415,Pershing Square North,W 33 St & 7 Ave,Subscriber,Male,1969,53,50-59,Thursday,Pershing Square North to W 33 St & 7 Ave
1393089,25/02/2017,12:08,2/25/2017,12:30,1311,5 Ave & E 88 St,W 92 St & Broadway,Non_Subscriber,Male,1981,41,40-49,Saturday,5 Ave & E 88 St to W 92 St & Broadway
1414549,25/02/2017,21:32,2/25/2017,21:54,1316,Broadway & Roebling St,1 Ave & E 18 St,Subscriber,Female,1975,47,40-49,Saturday,Broadway & Roebling St to 1 Ave & E 18 St
4831904,26/05/2017,15:45,5/26/2017,16:12,1594,Washington St & Gansevoort St,Clinton St & Grand St,Subscriber,Male,1982,40,40-49,Friday,Washington St & Gansevoort St to Clinton St & Grand St
4647018,22/05/2017,8:57,5/22/2017,9:03,355,Hudson St & Reade St,Cleveland Pl & Spring St,Subscriber,Male,1977,45,40-49,Monday,Hudson St & Reade St to Cleveland Pl & Spring St
4194394,14/05/2017,11:27,5/14/2017,11:38,615,Broadway & W 36 St,Broadway & E 22 St,Non_Subscriber,Male,1981,41,40-49,Sunday,Broadway & W 36 St to Broadway & E 22 St
4376357,17/05/2017,15:11,5/17/2017,15:32,1202,2 Ave & E 99 St,5 Ave & E 63 St,Subscriber,Male,1992,30,30-39,Wednesday,2 Ave & E 99 St to 5 Ave & E 63 St
4736921,24/05/2017,9:29,5/24/2017,9:37,487,MacDougal St & Prince St,8 Ave & W 16 St,Subscriber,Male,1981,41,40-49,Wednesday,MacDougal St & Prince St to 8 Ave & W 16 St
4306194,16/05/2017,13:35,5/16/2017,13:43,445,E 23 St & 1 Ave,Cooper Square & E 7 St,Subscriber,Male,1965,57,50-59,Tuesday,E 23 St & 1 Ave to Cooper Square & E 7 St
2444049,06/04/2017,19:26,4/6/2017,19:35,500,E 15 St & 3 Ave,E 25 St & 2 Ave,Subscriber,Female,1973,49,40-49,Thursday,E 15 St & 3 Ave to E 25 St & 2 Ave
5768649,12/06/2017,21:10,6/12/2017,21:40,1777,West St & Chambers St,11 Ave & W 59 St,Subscriber,Female,1958,64,60-69,Monday,West St & Chambers St to 11 Ave & W 59 St
5868762,14/06/2017,17:17,6/14/2017,17:56,2358,Henry St & Grand St,E 76 St & 3 Ave,Subscriber,Female,1982,40,40-49,Wednesday,Henry St & Grand St to E 76 St & 3 Ave
74339,05/01/2017,6:44,1/5/2017,6:50,384,8 Ave & W 31 St,Greenwich Ave & 8 Ave,Subscriber,Male,1978,44,40-49,Thursday,8 Ave & W 31 St to Greenwich Ave & 8 Ave
3061605,19/04/2017,18:20,4/19/2017,18:35,909,W 31 St & 7 Ave,Cleveland Pl & Spring St,Subscriber,Male,1988,34,30-39,Wednesday,W 31 St & 7 Ave to Cleveland Pl & Spring St
1226634,21/02/2017,8:17,2/21/2017,8:26,550,Pershing Square North,E 17 St & Broadway,Subscriber,Male,1969,53,50-59,Tuesday,Pershing Square North to E 17 St & Broadway
3674241,02/05/2017,20:47,5/2/2017,20:50,154,Riverside Dr & W 104 St,W 106 St & Amsterdam Ave,Subscriber,Male,1992,30,30-39,Tuesday,Riverside Dr & W 104 St to W 106 St & Amsterdam Ave
481343,22/01/2017,11:20,1/22/2017,11:23,191,W 13 St & 5 Ave,Washington Pl & 6 Ave,Subscriber,Male,1978,44,40-49,Sunday,W 13 St & 5 Ave to Washington Pl & 6 Ave
1005386,14/02/2017,7:39,2/14/2017,7:55,939,W 82 St & Central Park West,5 Ave & E 88 St,Subscriber,Male,1957,65,60-69,Tuesday,W 82 St & Central Park West to 5 Ave & E 88 St
3648389,02/05/2017,15:23,5/2/2017,16:02,2298,S 4 St & Rodney St,Throop Ave & Myrtle Ave,Subscriber,Female,1987,35,30-39,Tuesday,S 4 St & Rodney St to Throop Ave & Myrtle Ave
2976840,18/04/2017,7:44,4/18/2017,7:57,794,MacDougal St & Prince St,Broad St & Bridge St,Subscriber,Male,1965,57,50-59,Tuesday,MacDougal St & Prince St to Broad St & Bridge St
1339852,24/02/2017,7:57,2/24/2017,8:20,1377,Columbus Ave & W 72 St,E 17 St & Broadway,Subscriber,Male,1972,50,50-59,Friday,Columbus Ave & W 72 St to E 17 St & Broadway
3780563,04/05/2017,18:03,5/4/2017,18:57,3219,W 52 St & 11 Ave,E 7 St & Avenue A,Subscriber,Female,1993,29,20-29,Thursday,W 52 St & 11 Ave to E 7 St & Avenue A
2773160,13/04/2017,21:13,4/13/2017,21:21,465,Bayard St & Baxter St,Peck Slip & Front St,Subscriber,Male,1980,42,40-49,Thursday,Bayard St & Baxter St to Peck Slip & Front St
565683,26/01/2017,7:34,1/26/2017,7:42,447,E 2 St & Avenue C,Great Jones St,Subscriber,Male,1971,51,50-59,Thursday,E 2 St & Avenue C to Great Jones St
2535354,09/04/2017,13:26,4/9/2017,13:49,1371,Lafayette St & E 8 St,South St & Gouverneur Ln,Subscriber,Male,1984,38,30-39,Sunday,Lafayette St & E 8 St to South St & Gouverneur Ln
1395793,25/02/2017,12:56,2/25/2017,13:03,401,E 25 St & 1 Ave,E 7 St & Avenue A,Subscriber,Female,1987,35,30-39,Saturday,E 25 St & 1 Ave to E 7 St & Avenue A
5320479,05/06/2017,7:58,6/5/2017,9:21,5004,Brooklyn Bridge Park - Pier 2,Cadman Plaza E & Tillary St,Non_Subscriber,Male,1981,41,40-49,Monday,Brooklyn Bridge Park - Pier 2 to Cadman Plaza E & Tillary St
4070651,11/05/2017,7:26,5/11/2017,7:33,425,Commerce St & Van Brunt St,Atlantic Ave & Furman St,Subscriber,Female,1979,43,40-49,Thursday,Commerce St & Van Brunt St to Atlantic Ave & Furman St
4389700,17/05/2017,17:57,5/17/2017,18:06,562,Jackson Ave & 46 Rd,46 Ave & 5 St,Non_Subscriber,Male,1981,41,40-49,Wednesday,Jackson Ave & 46 Rd to 46 Ave & 5 St
6800377,30/06/2017,17:41,6/30/2017,17:44,170,W 20 St & 8 Ave,W 26 St & 8 Ave,Subscriber,Male,1957,65,60-69,Friday,W 20 St & 8 Ave to W 26 St & 8 Ave
5681294,11/06/2017,13:16,6/11/2017,13:21,272,Mercer St & Bleecker St,E 12 St & 3 Ave,Subscriber,Male,1966,56,50-59,Sunday,Mercer St & Bleecker St to E 12 St & 3 Ave
6009055,16/06/2017,20:05,6/16/2017,20:29,1413,Throop Ave & Myrtle Ave,Forsyth St & Broome St,Subscriber,Female,1986,36,30-39,Friday,Throop Ave & Myrtle Ave to Forsyth St & Broome St
1688397,06/03/2017,21:28,3/6/2017,21:31,188,E 81 St & York Ave,E 74 St & 1 Ave,Subscriber,Male,1986,36,30-39,Monday,E 81 St & York Ave to E 74 St & 1 Ave
2733599,13/04/2017,9:04,4/13/2017,9:12,470,E 4 St & 2 Ave,Franklin St & W Broadway,Subscriber,Male,1993,29,20-29,Thursday,E 4 St & 2 Ave to Franklin St & W Broadway
1345999,24/02/2017,9:21,2/24/2017,9:37,979,E 32 St & Park Ave,Cleveland Pl & Spring St,Subscriber,Male,1981,41,40-49,Friday,E 32 St & Park Ave to Cleveland Pl & Spring St
2031987,24/03/2017,8:56,3/24/2017,9:10,857,E 25 St & 2 Ave,W 13 St & 5 Ave,Subscriber,Female,1988,34,30-39,Friday,E 25 St & 2 Ave to W 13 St & 5 Ave
6587469,27/06/2017,13:55,6/27/2017,14:01,382,W 13 St & 6 Ave,W 24 St & 7 Ave,Subscriber,Male,1951,71,70-79,Tuesday,W 13 St & 6 Ave to W 24 St & 7 Ave
